Nov 11, 2015 10:32:53 PM org.apache.karaf.main.Main launch
INFO: Installing and starting initial bundles
Nov 11, 2015 10:32:53 PM org.apache.karaf.main.Main launch
INFO: All initial bundles installed and set to start
Nov 11, 2015 10:32:53 PM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Trying to lock /opt/stack/opendaylight/distribution-karaf-0.3.1-SNAPSHOT/lock
Nov 11, 2015 10:32:53 PM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Lock acquired
Nov 11, 2015 10:32:53 PM org.apache.karaf.main.Main$KarafLockCallback lockAquired
INFO: Lock acquired. Setting startlevel to 100
2015-11-11 22:33:02,746 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.3 | Installing feature odl-mdsal-distributed-datastore 1.2.1-SNAPSHOT
2015-11-11 22:33:02,956 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.3 | Installing feature odl-restconf-noauth 1.2.1-SNAPSHOT
2015-11-11 22:33:03,011 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.3 | Installing feature odl-mdsal-apidocs 1.2.1-SNAPSHOT
2015-11-11 22:33:03,063 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.3 | Installing feature odl-dlux-core 0.2.1-SNAPSHOT
2015-11-11 22:33:03,063 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.3 | Installing feature http 3.0.3
2015-11-11 22:33:03,063 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.3 | Installing feature pax-http 3.1.4
2015-11-11 22:33:03,064 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.3 | Installing feature pax-jetty 8.1.15.v20140411
2015-11-11 22:33:03,088 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.3 | Installing feature odl-restconf 1.2.1-SNAPSHOT
2015-11-11 22:33:03,089 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.3 | Installing feature odl-aaa-authn 0.2.1-SNAPSHOT
2015-11-11 22:33:03,089 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.3 | Installing feature war 3.0.3
2015-11-11 22:33:03,089 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.3 | Installing feature pax-war 3.1.4
2015-11-11 22:33:03,089 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.3 | Installing feature pax-http-whiteboard 3.1.4
2015-11-11 22:33:03,108 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.3 | Installing feature odl-yangtools-common 0.7.1-SNAPSHOT
2015-11-11 22:33:03,134 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.3 | Installing feature odl-yangtools-binding 0.7.1-SNAPSHOT
2015-11-11 22:33:03,143 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.3 | Installing feature odl-mdsal-broker 1.2.1-SNAPSHOT
2015-11-11 22:33:03,143 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.3 | Installing feature odl-mdsal-remoterpc-connector 1.2.1-SNAPSHOT
2015-11-11 22:33:03,143 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.3 | Installing feature odl-mdsal-broker-local 1.2.1-SNAPSHOT
2015-11-11 22:33:03,143 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.3 | Installing feature odl-yangtools-models 0.7.1-SNAPSHOT
2015-11-11 22:33:03,198 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.3 | Installing feature odl-mdsal-common 1.2.1-SNAPSHOT
2015-11-11 22:33:03,198 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.3 | Installing feature odl-yangtools-data-binding 0.7.1-SNAPSHOT
2015-11-11 22:33:03,279 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.3 | Installing feature odl-config-startup 0.3.1-SNAPSHOT
2015-11-11 22:33:03,280 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.3 | Installing feature odl-config-netconf-connector 0.3.1-SNAPSHOT
2015-11-11 22:33:03,280 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.3 | Installing feature odl-config-manager 0.3.1-SNAPSHOT
2015-11-11 22:33:03,280 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.3 | Installing feature odl-config-core 0.3.1-SNAPSHOT
2015-11-11 22:33:03,280 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.3 | Installing feature odl-yangtools-binding-generator 0.7.1-SNAPSHOT
2015-11-11 22:33:03,320 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.3 | Installing feature odl-config-api 0.3.1-SNAPSHOT
2015-11-11 22:33:03,348 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.3 | Installing feature odl-netconf-api 0.3.1-SNAPSHOT
2015-11-11 22:33:03,348 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.3 | Installing feature odl-protocol-framework 0.6.1-SNAPSHOT
2015-11-11 22:33:03,348 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.3 | Installing feature odl-config-netty-config-api 0.3.1-SNAPSHOT
2015-11-11 22:33:03,392 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.3 | Installing feature odl-netconf-mapping-api 0.3.1-SNAPSHOT
2015-11-11 22:33:03,396 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.3 | Installing feature odl-netconf-util 0.3.1-SNAPSHOT
2015-11-11 22:33:03,408 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.3 | Installing feature odl-netconf-notifications-api 0.3.1-SNAPSHOT
2015-11-11 22:33:03,416 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.3 | Installing feature odl-config-persister 0.3.1-SNAPSHOT
2015-11-11 22:33:03,452 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.3 | Installing feature odl-netconf-impl 0.3.1-SNAPSHOT
2015-11-11 22:33:03,452 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.3 | Installing feature odl-netconf-netty-util 0.3.1-SNAPSHOT
2015-11-11 22:33:03,473 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.3 | Installing feature odl-netconf-monitoring 0.3.1-SNAPSHOT
2015-11-11 22:33:03,478 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.3 | Installing feature odl-netconf-notifications-impl 0.3.1-SNAPSHOT
2015-11-11 22:33:03,486 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.3 | Installing feature odl-config-netty 0.3.1-SNAPSHOT
2015-11-11 22:33:03,539 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.3 | Installing feature odl-mdsal-clustering-commons 1.2.1-SNAPSHOT
